"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
28,"im sad now  Miss.Lilly","im sad now miss lilly",2026-01-28,"gagoo",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
29,"ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again","ooooh lol that leslie and ok i won't do it again so leslie won't get mad again",2026-01-29,"abel209",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,37.5,"Genuine",1,"High",1,0.369047619047619
30,"Meh... Almost Lover is the exception... this track gets me depressed every time.","meh almost lover is the exception this track gets me depressed every time",2026-01-30,"BaptisteTheFool",-1,"Negative","Mild Negative","Anticipation",1,3,0,1,1,1,0,1,FALSE,12.5,"Genuine",1,"High",3,0.373563218390805
31,"some1 hacked my account on aim  now i have to make a new one","some1 hacked my account on aim now i have to make a new one",2026-01-31,"fatkat309",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.362573099415205
32,"@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though","i want to go to promote gear and groove but unfornately no ride there i may b going to the one in anaheim in may though",2026-02-01,"EmCDL",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.75,"High",2,0.344444444444444
33,"thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon!","thought sleeping in was an option tomorrow but realizing that it now is not evaluations in the morning and work in the afternoon!",2026-02-02,"merisssa",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",2,0.35632183908046
34,"@julieebaby awe i love you too!!!! 1 am here  i miss you","awe i love you too!!!! am here i miss you",2026-02-03,"Pbearfox",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,12.5,"Genuine",0.8,"High",3,0.352201257861635
35,"@HumpNinja I cry my asian eyes to sleep at night","i cry my asian eyes to sleep at night",2026-02-04,"jsoo",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
36,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now","ok i'm sick and spent an hour sitting in the shower cause i was too sick to stand and held back the puke like a champ bed now",2026-02-05,"scarletletterm",0,"Neutral","Neutral","Disgust",0,0,2,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.375661375661376
37,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...","ill tell ya the story later not a good day and ill be workin for like three more hours",2026-02-06,"crosland_12",-1,"Negative","Mild Negative","Anger",1,1,1,1,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.387978142076503
38,"@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge","sorry! bed time came here gmt",2026-02-07,"ajaxpro",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.357575757575758
39,"@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases.","i don't either its depressing i don't think i even want to know about the kids in suitcases",2026-02-08,"Tmttq86",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,12.5,"Genuine",0.75,"High",3,0.384180790960452
40,"Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend","bed class work gym or then class another day that's gonna fly by i miss my girlfriend",2026-02-09,"Anthony_Nguyen",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.365591397849462
41,"really don't feel like getting up today... but got to study to for tomorrows practical exam...","really don't feel like getting up today but got to study to for tomorrows practical exam",2026-02-10,"itsanimesh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.371584699453552
42,"He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart","he's the reason for the teardrops on my guitar the only one who has enough of me to break my heart",2026-02-11,"lionslamb",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,0,"Genuine",0.75,"High",3,0.362573099415205
43,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","sad sad sad i don't know why but i hate this feeling i wanna sleep and i still can't!",2026-02-12,"kennypham",-4,"Negative","Mild Negative","Anger",2,1,2,2,1,2,1,1,FALSE,25,"Genuine",0.75,"High",3,0.387978142076503
44,"@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it","awww i soo wish i was there to see you finally comfortable! im sad that i missed it",2026-02-13,"DdubsShellBell",-1,"Negative","Mild Negative","Anticipation",0,1,1,0,1,0,1,1,FALSE,12.5,"Genuine",0.75,"High",3,0.339080459770115
45,"Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.","falling asleep just heard about that tracy girl's body being found how sad my heart breaks for that family",2026-02-14,"hpfangirl94",-1,"Negative","Mild Negative","Joy",0,0,0,0,1,1,0,1,FALSE,0,"Genuine",1,"High",1,0.349462365591398
46,"@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you...","yay! i'm happy for you with your job! but that also means less time for me and you",2026-02-15,"antzpantz",1,"Positive","Mild Positive","Anticipation",0,2,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.362573099415205
47,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","just checked my user timeline on my blackberry it looks like the twanking is still happening are ppl still having probs w bgs and uids?",2026-02-16,"labrt2004",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.355191256830601
48,"Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it","oh man was ironing 's fave top to wear to a meeting burnt it",2026-02-17,"IrisJumbe",0,"Neutral","Neutral","Trust",0,1,1,0,0,0,0,2,FALSE,0,"Genuine",1,"High",2,0.345029239766082
49,"is strangely sad about LiLo and SamRo breaking up.","is strangely sad about lilo and samro breaking up",2026-02-18,"peacoats",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
50,"@tea oh! i'm so sorry  i didn't think about that before retweeting.","oh! i'm so sorry i didn't think about that before retweeting",2026-02-19,"cyantist",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.364197530864198
51,"Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are","broadband plan 'a massive broken promise' via still waiting for broadband we are",2026-02-20,"tautao",-1,"Negative","Mild Negative","Anger",1,1,0,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",1,0.350282485875706
52,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot.","wow tons of replies from you may have to unfollow so i can see my friends' tweets you're scrolling the feed a lot",2026-02-21,"voyage2k",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.365591397849462
53,"our duck and chicken are taking wayyy too long to hatch","our duck and chicken are taking wayyy too long to hatch",2026-02-22,"crzy_cdn_bulas",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
54,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site.","put vacation photos online a few yrs ago pc crashed and now i forget the name of the site",2026-02-23,"justnetgirl",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",3,0.371584699453552
55,"I need a hug","i need a hug",2026-02-24,"CiaraRenee",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.33974358974359
56,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy!","not sure what they are only that they are pos! as much as i want to i dont think can trade away company assets sorry andy!",2026-02-25,"deelau",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.344444444444444
57,"@oanhLove I hate when that happens...","i hate when that happens",2026-02-26,"Lindsey0920",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.358974358974359
58,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","i have a sad feeling that dallas is not going to show up i gotta say though you'd think more shows would use music from the game mmm",2026-02-27,"HybridMink",1,"Positive","Mild Positive","Joy",1,1,1,1,2,2,1,2,FALSE,0,"Genuine",1,"High",3,0.333333333333333
59,"Ugh....92 degrees tomorrow","ugh degrees tomorrow",2026-02-28,"gzacher",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.371069182389937
60,"Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.","where did u move to? i thought u were already in sd ?? hmmm random u found me glad to hear yer doing well",2026-03-01,"Jenn_L",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,0,1,FALSE,12.5,"Genuine",0.75,"High",1,0.361111111111111
61,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","i miss my ps3 it's out of commission wutcha playing? have you copped 'blood on the sand'?",2026-03-02,"xVivaLaJuicyx",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.393939393939394
62,"just leaving the parking lot of work!","just leaving the parking lot of work!",2026-03-03,"krbleyle",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.375757575757576
63,"The Life is cool. But not for Me.","the life is cool but not for me",2026-03-04,"xpika",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.358974358974359
64,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will.","sadly though i've never gotten to experience the post coitus cigarette before and now i never will",2026-03-05,"Henkuyinepu",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,25,"Genuine",1,"High",1,0.355191256830601
65,"I had such a nice day. Too bad the rain comes in tomorrow at 5am","i had such a nice day too bad the rain comes in tomorrow at 5am",2026-03-06,"ericg622",0,"Neutral","Neutral","Anger",1,1,1,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.351190476190476
66,"@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks","too bad i won't be around i lost my job and can't even pay my phone bill lmao aw shucks",2026-03-07,"adri_mane",-1,"Negative","Mild Negative","Sadness",1,1,1,1,1,2,0,1,FALSE,37.5,"Genuine",1,"High",1,0.371584699453552
67,"Damm back to school tomorrow","damm back to school tomorrow",2026-03-08,"a_mariepyt",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",1,0.352201257861635
68,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?","mo jobs no money how in the hell is min wage here f'n clams an hour?",2026-03-09,"playboybacon",0,"Neutral","Neutral","Anger",2,1,1,1,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.333333333333333
69,"@katortiz  Not forever... See you soon!","not forever see you soon!",2026-03-10,"leslierosales",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.371069182389937
70,"@Lt_Algonquin agreed, I saw the failwhale allllll day today.","agreed i saw the failwhale allllll day today",2026-03-11,"PresidentSnow",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",2,0.339393939393939
71,"@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!","oh! haha dude i dont really look at em unless someone says hey i added you sorry i'm so terrible at that i need a pop up!",2026-03-12,"michrod",2,"Positive","Mild Positive","Anger",1,0,1,1,0,1,1,0,TRUE,25,"Genuine",0.75,"High",3,0.385416666666667
72,"@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!","i'm sure you're right i need to start working out with you and the nikster or jared at least!",2026-03-13,"timmelko",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.35632183908046
73,"i really hate how people diss my bands!  Trace is clearly NOT ugly!","i really hate how people diss my bands! trace is clearly not ugly!",2026-03-14,"BrookeAmanda",1.5,"Positive","Mild Positive","Disgust",1,0,2,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.351190476190476
74,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.","gym attire today was puma singlet adidas shorts and black business socks and leather shoes lucky did not run into any cute girls",2026-03-15,"deelau",0,"Neutral","Neutral","Surprise",0,0,0,1,1,1,2,0,FALSE,0,"Genuine",1,"High",3,0.35978835978836
75,"Why won't you show my location?!   http://twitpic.com/2y2es","why won't you show my location?!",2026-03-16,"paulseverio",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",1,0.352201257861635
76,"No picnic  my phone smells like citrus.","no picnic my phone smells like citrus",2026-03-17,"iv3tte",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",3,0.345679012345679
77,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol.","my donkey is sensitive about such comments nevertheless he'd and me'd be glad to see your mug asap charger is still awol",2026-03-18,"fedunska",1,"Positive","Mild Positive","Anger",1,1,1,1,1,1,0,0,FALSE,25,"Genuine",1,"High",1,0.367231638418079
78,"No new csi tonight.  FML","no new csi tonight fml",2026-03-19,"MagicalMason",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.364197530864198
79,"i think my arms are sore from tennis","i think my arms are sore from tennis",2026-03-20,"kaelaaa",0,"Neutral","Neutral","Anger",1,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.345679012345679
80,"wonders why someone that u like so much can make you so unhappy in a split seccond . depressed .","wonders why someone that u like so much can make you so unhappy in a split seccond depressed",2026-03-21,"emo_holic",-4,"Negative","Mild Negative","Anger",2,0,1,1,0,2,0,0,FALSE,0,"Genuine",1,"High",3,0.367231638418079
81,"sleep soon... i just hate saying bye and see you tomorrow for the night.","sleep soon i just hate saying bye and see you tomorrow for the night",2026-03-22,"thelazyboy",-1,"Negative","Mild Negative","Anticipation",1,2,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.367231638418079
82,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine","just got ur newsletter those fares really are unbelievable shame i already booked and paid for mine",2026-03-23,"driveaway2008",0,"Neutral","Neutral","Disgust",0,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.377777777777778
83,"missin' the boo","missin' the boo",2026-03-24,"mscha",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.358974358974359
84,"@markhardy1974 Me too  #itm","me too itm",2026-03-25,"mike_webster_au",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.34640522875817
85,"Damn... I don't have any chalk! MY CHALKBOARD IS USELESS","damn i don't have any chalk! my chalkboard is useless",2026-03-26,"basiabeans",-1,"Negative","Mild Negative","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
86,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too","had a blast at the getty villa but hates that she's had a sore throat all day it's just getting worse too",2026-03-27,"calihonda2001",0,"Neutral","Neutral","Anger",2,0,0,2,0,2,1,0,FALSE,25,"Genuine",1,"High",3,0.350282485875706
87,"@msdrama hey missed ya at the meeting  sup mama","hey missed ya at the meeting sup mama",2026-03-28,"djwayneski",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.364197530864198
88,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!","my tummy hurts i wonder if the hypnosis has anything to do with it? if so it's working i get it stop smoking!!!",2026-03-29,"Ceejison",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",3,0.390804597701149
89,"why is it always the fat ones?!","why is it always the fat ones?!",2026-03-30,"ItsBrigittaYo",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",3,0.333333333333333
90,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","sorry babe!! my fam annoys me too thankfully they're asleep right now muahaha evil laugh",2026-03-31,"MissLaura317",0,"Neutral","Neutral","Anger",1,0,1,1,1,1,1,0,FALSE,25,"Genuine",0.8,"High",3,0.411111111111111
91,"@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad","i should have paid more attention when we covered photoshop in my webpage design class in undergrad",2026-04-01,"RU_it_girl",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.35632183908046
92,"wednesday my b-day! don't know what 2 do!!","wednesday my b day! don't know what do!!",2026-04-02,"viviana09",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",3,0.345679012345679
93,"Poor cameron (the hills)","poor cameron the hills",2026-04-03,"disneyfan4eva",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.358974358974359
94,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache","pray for me please the ex is threatening to start sh at my our babies 1st birthday party what a jerk and i still have a headache",2026-04-04,"RoseMaryK",0,"Neutral","Neutral","Anticipation",2,3,1,2,2,0,3,1,FALSE,0,"Genuine",1,"High",3,0.367231638418079
95,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","hmm do u really enjoy being with him ? if the problems are too constants u should think things more find someone ulike",2026-04-05,"perrohunter",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.408045977011494
96,"Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435","strider is a sick little puppy",2026-04-06,"Dogbook",0,"Neutral","Neutral","Anticipation",0,1,1,0,0,1,0,1,FALSE,0,"Genuine",1,"High",3,0.371069182389937
97,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","so rylee grace wana go steve's party or not?? sadly since its easter i wnt b able do much but ohh well",2026-04-07,"natalieantipas",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,37.5,"Genuine",1,"High",3,0.387978142076503
98,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money","hey i actually won one of my bracket pools! too bad it wasn't the one for money",2026-04-08,"timdonnelly",-1,"Negative","Mild Negative","Anger",2,1,1,1,1,1,1,1,FALSE,12.5,"Genuine",1,"High",2,0.390804597701149
99,"@stark YOU don't follow me, either  and i work for you!","you don't follow me either and i work for you!",2026-04-09,"homeworld",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
100,"A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.","a bad nite for the favorite teams astros and spartans lose the nite out with t w was good",2026-04-10,"willy_chaz",0,"Neutral","Neutral","Anger",2,1,2,2,2,2,2,2,FALSE,0,"Genuine",1,"High",1,0.367231638418079
101,"Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji","body of missing northern calif girl found police have found the remains of a missing northern california girl",2026-04-11,"LeakySpoon",0,"Neutral","Neutral","Fear",0,0,1,3,1,1,0,3,FALSE,0,"Genuine",1,"High",3,0.381720430107527
