"id","date","user","text"
1467817374,2026-02-07,"ajaxpro","@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge"
1467817502,2026-02-08,"Tmttq86","@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. "
1467818007,2026-02-09,"Anthony_Nguyen","Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend "
1467818020,2026-02-10,"itsanimesh","really don't feel like getting up today... but got to study to for tomorrows practical exam... "
1467818481,2026-02-11,"lionslamb","He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart "
1467818603,2026-02-12,"kennypham","Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!"
1467818900,2026-02-13,"DdubsShellBell","@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it "
1467819022,2026-02-14,"hpfangirl94","Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family."
1467819650,2026-02-15,"antzpantz","@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... "
1467819712,2026-02-16,"labrt2004","Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?"
1467819812,2026-02-17,"IrisJumbe","Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it "
1467820206,2026-02-18,"peacoats","is strangely sad about LiLo and SamRo breaking up. "
1467820835,2026-02-19,"cyantist","@tea oh! i'm so sorry  i didn't think about that before retweeting."
1467820863,2026-02-20,"tautao","Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are "
1467820906,2026-02-21,"voyage2k","@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. "
1467821085,2026-02-22,"crzy_cdn_bulas","our duck and chicken are taking wayyy too long to hatch "
1467821338,2026-02-23,"justnetgirl","Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
1467821455,2026-02-24,"CiaraRenee","I need a hug "
1467821715,2026-02-25,"deelau","@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
1467822384,2026-02-26,"Lindsey0920","@oanhLove I hate when that happens... "
1467822389,2026-02-27,"HybridMink","I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
1467822519,2026-02-28,"gzacher","Ugh....92 degrees tomorrow "
1467822522,2026-03-01,"Jenn_L","Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well."
1467822687,2026-03-02,"xVivaLaJuicyx","@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
1467822918,2026-03-03,"krbleyle","just leaving the parking lot of work! "
1467823437,2026-03-04,"xpika","The Life is cool. But not for Me. "
1467823770,2026-03-05,"Henkuyinepu","Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
1467823851,2026-03-06,"ericg622","I had such a nice day. Too bad the rain comes in tomorrow at 5am "
1467824199,2026-03-07,"adri_mane","@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks "
1467824664,2026-03-08,"a_mariepyt","Damm back to school tomorrow "
1467824967,2026-03-09,"playboybacon","Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
1467825003,2026-03-10,"leslierosales","@katortiz  Not forever... See you soon!"
1467825084,2026-03-11,"PresidentSnow","@Lt_Algonquin agreed, I saw the failwhale allllll day today. "
1467825411,2026-03-12,"michrod","@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!"
1467825642,2026-03-13,"timmelko","@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!"
1467825863,2026-03-14,"BrookeAmanda","i really hate how people diss my bands!  Trace is clearly NOT ugly!"
1467825883,2026-03-15,"deelau","Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls."
1467826052,2026-03-16,"paulseverio","Why won't you show my location?!   http://twitpic.com/2y2es"
1467833672,2026-03-17,"iv3tte","No picnic  my phone smells like citrus."
1467833690,2026-03-18,"fedunska","@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
1467833736,2026-03-19,"MagicalMason","No new csi tonight.  FML"
1467833799,2026-03-20,"kaelaaa","i think my arms are sore from tennis "
1467834001,2026-03-21,"emo_holic","wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . "
1467834053,2026-03-22,"thelazyboy","sleep soon... i just hate saying bye and see you tomorrow for the night. "
1467834227,2026-03-23,"driveaway2008","@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine "
1467834239,2026-03-24,"mscha","missin' the boo "
1467834265,2026-03-25,"mike_webster_au","@markhardy1974 Me too  #itm"
1467834284,2026-03-26,"basiabeans","Damn... I don't have any chalk! MY CHALKBOARD IS USELESS "
1467834400,2026-03-27,"calihonda2001","had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
1467834817,2026-03-28,"djwayneski","@msdrama hey missed ya at the meeting  sup mama"
1467835085,2026-03-29,"Ceejison","My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
1467835198,2026-03-30,"ItsBrigittaYo","why is it always the fat ones?! "
1467835305,2026-03-31,"MissLaura317","@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
1467835345,2026-04-01,"RU_it_girl","@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad "
1467835577,2026-04-02,"viviana09","wednesday my b-day! don't know what 2 do!! "
1467835880,2026-04-03,"disneyfan4eva","Poor cameron (the hills) "
1467836024,2026-04-04,"RoseMaryK","pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
1467836111,2026-04-05,"perrohunter","@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
1467836448,2026-04-06,"Dogbook","Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435"
1467836500,2026-04-07,"natalieantipas","so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
1467836576,2026-04-08,"timdonnelly","hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
1467836583,2026-04-09,"homeworld","@stark YOU don't follow me, either  and i work for you!"
1467836859,2026-04-10,"willy_chaz","A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good."
1467836873,2026-04-11,"LeakySpoon"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji"
1467837189,2026-04-12,"cityrat59","@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
1467837384,2026-04-13,"kenandise","Behind on my classes for work "
1467837470,2026-04-14,"annette414","watching &quot;House&quot; "
1467837579,2026-04-15,"blackheartbunny","@kpreyes Remember my bum leg? Strikes back this time its serious "
1467837602,2026-04-16,"GetGary","@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
1467837762,2026-04-17,"Dogbook","Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014"
1467837819,2026-04-18,"SimoniNicole","would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?"
1467837888,2026-04-19,"wireandroses","@Henkuyinepu it's overrated "
1467838188,2026-04-20,"jess_higley","@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times "
1467838189,2026-04-21,"missannabanana","laying in bed with no voice.. "
1467838362,2026-04-22,"Zella17","I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy"
1467838419,2026-04-23,"polarna10","@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry."
1467838433,2026-04-24,"megan_rice","@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
1467838630,2026-04-25,"ashleyirvin","@salancaster  hope your ok."
1467839007,2026-04-26,"eyezup","@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love"
1467839405,2026-04-27,"Jonas_Dreamgirl","@HibaNick yeah aw but i know i wudnt stand a chance "
1467839450,2026-04-28,"BreannaBonana","ugh. cant sleep. its 1:30am. "
1467839477,2026-04-29,"becklyn13","Hanging in Crooners. Wanna sing. Can't. Sucks. "
1467839586,2026-04-30,"sonyolmos","@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! "
1467839737,2026-05-01,"JenBah","Is pissed off that there's no ASBA's for a radio station. "
1467839816,2026-05-02,"viviana09","wednesday my b-day n don't know what 2 do!  "
1467840016,2026-05-03,"BustaBusta","I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. "
1467840386,2026-05-04,"MadameCrow","I am in pain. My back and sides hurt. Not to mention crying is made of fail. "
1467840552,2026-05-05,"weefranniev","Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
1467840629,2026-05-06,"ikimmyy","@allyheman but.. but.. but.. I'm not a big fan on camilla belle "
1467841189,2026-05-07,"yolie81","@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
1467841204,2026-05-08,"spacks","This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done "
1467841832,2026-05-09,"bgoers","I'm so cold "
1467841885,2026-05-10,"MissPassion","@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow "
1467841897,2026-05-11,"aaronrothe","@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff"
1467841969,2026-05-12,"ilikeoreos","Hoping the tummy rumbles go away soon "
1467842107,2026-05-13,"wiccabuffy","@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
1467842299,2026-05-14,"HiKeri","almost bedtime "
1467842377,2026-05-15,"bnr0201","I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart"
1467842448,2026-05-16,"R_Boucher","Agh...snow!!! "
1467842568,2026-05-17,"josiahmcdermott","i miss kenny powers "
1467842607,2026-05-18,"VanessaSingline","@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
1467842832,2026-05-19,"varunkumar","...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
1467842837,2026-05-20,"JenniOnTheBlock","@JonathanRKnight I guess that's a no then. "
1467843075,2026-05-21,"darkninja757","sadly is going to bed. "
1467843215,2026-05-22,"mikecogh","@ozesteph1992 Shame to hear this Stephan "
1467843470,2026-05-23,"KandiConnection","@mrsaintnick hey! i'm leavin in the morning... "
1467843568,2026-05-24,"joechummer","Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
1467843624,2026-05-25,"kellireneez","laid around too much today... now my head hurts "
1467843647,2026-05-26,"treehugger25","@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books."
1467843734,2026-05-27,"chatpataa","my nokia 1110 died..  "
1467843740,2026-05-28,"ThisStoutjunt","My mom might have breast cancer won't find out anything for. Like a week I'm so worried! "
1467844097,2026-05-29,"sew_cute","Going to sleep. Hoping tomorrow is a better day. "
1467844140,2026-05-30,"Twokids1","@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too"
1467844157,2026-05-31,"AKyarnie","@onemoreproject that is lame "
1467844505,2026-06-01,"luimoral85","I don't understand... I really don't "
1467844540,2026-06-02,"ceironous","HEROES just isn't doing it for me this season... "
1467844907,2026-06-03,"brandonmcb","Living not downtown sure isn't much fun.  "
1467845095,2026-06-04,"mannyrique","@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!"
1467845157,2026-06-05,"styletrain","Man Work is Hard "
1467852031,2026-06-06,"kscud","getting sick  time for some hot tea, studying, and then sleeeep"
1467852067,2026-06-07,"kirstenj0y","Getting eyebrows waxed. More pain "
1467852789,2026-06-08,"marculus","No phantasy star yesterday  going to work..."
1467853135,2026-06-09,"andrewofthediaz","Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well "
1467853356,2026-06-10,"dbmendel","Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too "
1467853431,2026-06-11,"erks","is alone downstairs...working "
1467853479,2026-06-12,"ringleaderkanon","I feel bad for doing it "
1467854062,2026-06-13,"babibabs","@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
1467854345,2026-06-14,"ace587","@pinkserendipity yes sprint has 4g only in baltimore and chicago so far "
1467854706,2026-06-15,"ktribb80","I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
1467854917,2026-06-16,"OliviaFox","Thanks for bursting my bubble "
1467855673,2026-06-17,"IluvJoelMadden","Going to school soon... can't find anything to wear!! gosh it's so hard "
1467855812,2026-06-18,"easyausguy","@marieclr I was serious  LOL"
1467855981,2026-06-19,"Hollywood_Trey","@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history"
1467856044,2026-06-20,"EcoTravelTV","Crazy wind today = no birding  http://ff.im/1XTTi"
1467856352,2026-06-21,"AshaleaMay","currently at work.. "
1467856426,2026-06-22,"AthenaA42","Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. "
1467856497,2026-06-23,"Missy__","@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!"
1467856632,2026-06-24,"BrettFair","i don't see the big deal with this website "
1467856821,2026-06-25,"mydwynter","@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail"
1467856919,2026-06-26,"jhenkens","@ColinDeMar Far too out of the way for rail.  any other tips?"
1467857221,2026-06-27,"sarah_katie","I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching."
1467857297,2026-06-28,"amanda5280","Today I realized I am too good at hiding things, even I can't find it "
1467857378,2026-06-29,"Shabbybebe","Staying at a friends house...house sitting, neighbors are SO loud-having a party "
1467857511,2026-06-30,"fatkat309","@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!"
1467857722,2026-07-01,"blackheartbunny","Check out my mug  http://www.erika-obscura.blogspot.com"
1467857975,2026-07-02,"szrhnds602","Borders closed at 10 "
1467858363,2026-07-03,"schammy","Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days "
1467858627,2026-07-04,"mariotani","Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! "
1467858869,2026-07-05,"Jaderade14","is watching the hill . . .and its making me sad "
1467859025,2026-07-06,"LeeseEllen","So many channels.... yet so so boring... lazy day again  may have to find a hobby"
1467859066,2026-07-07,"FNFKayCee","@supersport I miss my buddy  ill be in NY on the 25th"
1467859408,2026-07-08,"CaddyStage","@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people"
1467859436,2026-07-09,"ha_nobita","Opps.. As I said.. I still got one day remain and now problem come "
1467859558,2026-07-10,"tchviolin","I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
1467859666,2026-07-11,"DreamActivist23","@HillyDoP  oH NO"
1467859820,2026-07-12,"msbutt3rfly14","spencer is not a good guy. "
1467859922,2026-07-13,"Karmatical","@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
1467860144,2026-07-14,"Jana1976","@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well "
1467860268,2026-07-15,"AmyJade","didn't get shit done today ~ i'm so screwed "
1467860895,2026-07-16,"tantrixie","wanttss to go out "
1467860904,2026-07-17,"supersharayah","Is not going to sleep tonite. "
1467861095,2026-07-18,"bluepaintred","too worried and tired to post tonight "
1467861413,2026-07-19,"AmyJade","couldn't get shit done today ~ i'm so screwed "
1467861522,2026-07-20,"bovinemammal","Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep "
1467861571,2026-07-21,"jessejoseph","@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
1467862213,2026-07-22,"lennytoups","@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now"
1467862313,2026-07-23,"paulverhoeven","@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. "
1467862355,2026-07-24,"Britty88","@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! "
1467862411,2026-07-25,"stephaniekmusic","i hate to see the spartans so sad "
1467862710,2026-07-26,"Jemimus","My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot "
1467862806,2026-07-27,"Sweetpineapple","@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!"
1467863072,2026-07-28,"Artiel87","@mandayyy "
1467863415,2026-07-29,"treehugger25","@twista202 I think I want to read some books but the library doesn't have them "
1467863507,2026-07-30,"Mirlina","My nap was interrupted so many times today  Going out for Japanese with the 'rents again..."
1467863508,2026-07-31,"g_rose86","Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. "
1467863633,2026-08-01,"omgseriouslywtf","@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh."
1467863684,2026-08-02,"DjGundam","Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie "
1467863716,2026-08-03,"stacyc37","sad that the 'feet' of my macbook just fell off "
1467864250,2026-08-04,"Alp0","I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad "
1467870864,2026-08-05,"TheDCD","I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  "
1467870866,2026-08-06,"DrewKatavich","Has now gotten somebody to read his tweets, but cant get them to make an account. "
1467871007,2026-08-07,"tinyvamp","@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:"
1467871040,2026-08-08,"MTLarson1224","@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me "
1467871223,2026-08-09,"vcf2","@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha"
1467871226,2026-08-10,"thinkingmama","@breadandbadger Congrats!!  i totally forgot to submit photos "
1467871545,2026-08-11,"Cherye101","@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx"
1467871552,2026-08-12,"nataleyritter","@imaginarypeach now your leaving me  .... -gets sad-"
1467871661,2026-08-13,"ciairuhh","I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
1467871754,2026-08-14,"sarahdesjardins","SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED "
1467871844,2026-08-15,"larsgunnarf","Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers "
1467871917,2026-08-16,"Lvonhusen","What tragedy and disaster in the news this week "
1467871956,2026-08-17,"TimelessAKA","yes yes still trying to find a picture that will upload correclty.. "
1467872136,2026-08-18,"jinnah","Why oh why was the Red Sox game rained out? I was so looking forward to opening day "
1467872175,2026-08-19,"edsed","I still can't find my keys. "
1467872181,2026-08-20,"admdrw","@charlietm I know right. I dunno what is going on with twitter. "
1467872218,2026-08-21,"Loreinski","might be getting a sore throat again "
1467872247,2026-08-22,"OhShayLaVie","@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!"
1467872309,2026-08-23,"dossy","@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  "
1467872355,2026-08-24,"bigwillthechamp","@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd "
1467872594,2026-08-25,"MalloryLe","is in the bathroom... wake up lakin. "
1467872638,2026-08-26,"courtosullivan","@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3"
1467872759,2026-08-27,"Augustina22CA","im lonely  keep me company! 22 female, california"
1467872940,2026-08-28,"sdcoyle","bad day at the betfair office "
1467873004,2026-08-29,"omgitsjo","I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!"
1467873227,2026-08-30,"catrienmaxwell","I'm really cold. I don't want to go to sleep yet but there's nothing to do "
1467873256,2026-08-31,"nicci718","@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! "
1467873467,2026-09-01,"meganminesinger","monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken"
1467873592,2026-09-02,"nicole___","@miss_om Aww  I know I felt like that yesterday at work "
1467873828,2026-09-03,"JBarrick","@SarahReedSC treaty isn't defined "
1467873980,2026-09-04,"gregcronin","missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;"
1467874103,2026-09-05,"Lisaherrity","@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx"
1467874479,2026-09-06,"princessseli","Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts"
1467874569,2026-09-07,"Artiel87","@mandayyy   "
1467874916,2026-09-08,"jasminpatry","New video card is DOA. "
1467875163,2026-09-09,"saraguilford12","feeling lost, naked and confused (JK, sort of).....no iphone for me. "
1467875208,2026-09-10,"realin","Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work "
1467875930,2026-09-11,"gregcronin","missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;"
1467876016,2026-09-12,"Steponme2418","i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah"
1467876133,2026-09-13,"benboarder","has lost his ring. It's no-where to be seen "
1467876652,2026-09-14,"SupernovaGirl","@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY."
1467876711,2026-09-15,"latoyanlegania","Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick "
1467876944,2026-09-16,"taspence","Is fucked to go back to IC "
1467877496,2026-09-17,"lizzzzlemon","@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. "
1467877833,2026-09-18,"russbaker","@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can"
1467877865,2026-09-19,"hypnoticzexy","@kissability Me too I is poor "
1467878057,2026-09-20,"debbieseraphina","help me forget 8th april &amp; 13th july! "
1467878557,2026-09-21,"tshamysboo","dierks bentley is comin' to columbus, OH!! i wanna go so bad "
1467878633,2026-09-22,"husqvarna","i have to take my sidekick back. "
1467878929,2026-09-23,"VirtueIMC","@chriscantore congrats! I'm totally jealous! only wish my XM was working "
1467878971,2026-09-24,"godzgurl","gr8t my face is very itchy "
1467878983,2026-09-25,"dancingmanikin","poor socks  luvvvvv the golden retriever!! I want one sighhhh"
1467879203,2026-09-26,"iggyp","I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible "
1467879314,2026-09-27,"sarochka","Aaaaand the nausea is back. "
1467879328,2026-09-28,"flowerlilly","@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!"
1467879480,2026-09-29,"themangoman","spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd.."
1467879984,2026-09-30,"marybacchus","@mathewsmichael  i agree... the jobros dont update theres very often "
1467880085,2026-10-01,"bliumchik","@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link "
1467880431,2026-10-02,"finnsig","@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )"
1467880442,2026-10-03,"iCalvin","Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
